analysis,sla_allele,sla_locus,seed,hla_subgroup,hla_locus,probability
class1,SLA-1*14:01,SLA-1,45,A26,A,0.01681007817387581
class1,SLA-1*14:01,SLA-1,45,A29,A,0.2783801853656769
class1,SLA-1*14:01,SLA-1,45,A30,A,0.04659615084528923
class1,SLA-1*14:01,SLA-1,45,A31,A,0.30203017592430115
class1,SLA-1*14:01,SLA-1,45,A32,A,0.03887072205543518
class1,SLA-1*14:01,SLA-1,45,A33,A,0.014347321353852749
class1,SLA-1*14:01,SLA-1,45,A68,A,0.0007117338827811182
class1,SLA-1*14:01,SLA-1,45,A_Other,A,0.05200623348355293
class1,SLA-1*14:01,SLA-1,45,B07,B,0.0008373899618163705
class1,SLA-1*14:01,SLA-1,45,B08,B,0.0011533322976902127
class1,SLA-1*14:01,SLA-1,45,B13,B,0.0007991440361365676
class1,SLA-1*14:01,SLA-1,45,B14,B,0.0015664852689951658
class1,SLA-1*14:01,SLA-1,45,B15,B,0.0002160598523914814
class1,SLA-1*14:01,SLA-1,45,B18,B,0.0033294097520411015
class1,SLA-1*14:01,SLA-1,45,B27,B,0.002213861560449004
class1,SLA-1*14:01,SLA-1,45,B35,B,0.00010673198266886175
class1,SLA-1*14:01,SLA-1,45,B37,B,0.0025307494215667248
class1,SLA-1*14:01,SLA-1,45,B38,B,0.005081201903522015
class1,SLA-1*14:01,SLA-1,45,B39,B,0.0021143679041415453
class1,SLA-1*14:01,SLA-1,45,B40,B,0.00015051758964546025
class1,SLA-1*14:01,SLA-1,45,B41,B,0.004224477335810661
class1,SLA-1*14:01,SLA-1,45,B44,B,2.08210385608254e-05
class1,SLA-1*14:01,SLA-1,45,B46,B,0.00045004679122939706
class1,SLA-1*14:01,SLA-1,45,B49,B,0.009429339319467545
class1,SLA-1*14:01,SLA-1,45,B50,B,0.0008370262221433222
class1,SLA-1*14:01,SLA-1,45,B51,B,0.00032688016653992236
class1,SLA-1*14:01,SLA-1,45,B52,B,0.0006437422707676888
class1,SLA-1*14:01,SLA-1,45,B53,B,0.0012571604456752539
class1,SLA-1*14:01,SLA-1,45,B55,B,0.014626453630626202
class1,SLA-1*14:01,SLA-1,45,B56,B,0.002486319048330188
class1,SLA-1*14:01,SLA-1,45,B57,B,0.00019318862177897245
class1,SLA-1*14:01,SLA-1,45,B58,B,0.00011475503561086953
class1,SLA-1*14:01,SLA-1,45,B_Other,B,0.0011182125890627503
class1,SLA-1*14:01,SLA-1,45,C01,C,0.01158843282610178
class1,SLA-1*14:01,SLA-1,45,C02,C,0.0019637197256088257
class1,SLA-1*14:01,SLA-1,45,C03,C,0.00042635772842913866
class1,SLA-1*14:01,SLA-1,45,C04,C,0.0005384369869716465
class1,SLA-1*14:01,SLA-1,45,C05,C,0.009202777408063412
class1,SLA-1*14:01,SLA-1,45,C06,C,0.00014186635962687433
class1,SLA-1*14:01,SLA-1,45,C07,C,2.827038952091243e-05
class1,SLA-1*14:01,SLA-1,45,C08,C,0.0006702292012050748
class1,SLA-1*14:01,SLA-1,45,C12,C,0.005566339939832687
class1,SLA-1*14:01,SLA-1,45,C14,C,0.00594176072627306
class1,SLA-1*14:01,SLA-1,45,C15,C,0.05424316227436066
class1,SLA-1*14:01,SLA-1,45,C16,C,0.012929813005030155
class1,SLA-1*14:01,SLA-1,45,C17,C,0.018911806866526604
class1,SLA-1*14:01,SLA-1,45,C_Other,C,0.0020714288111776114
class1,SLA-1*07:03,SLA-1,45,A01,A,0.0003332050400786102
class1,SLA-1*07:03,SLA-1,45,A02,A,0.0002003358385991305
class1,SLA-1*07:03,SLA-1,45,A03,A,4.225598604534753e-05
class1,SLA-1*07:03,SLA-1,45,A11,A,0.0001402705820510164
class1,SLA-1*07:03,SLA-1,45,A23,A,0.00011869354057125747
class1,SLA-1*07:03,SLA-1,45,A24,A,9.230895375367254e-05
class1,SLA-1*07:03,SLA-1,45,A25,A,1.45048988997587e-05
class1,SLA-1*07:03,SLA-1,45,A26,A,0.00026740593602880836
class1,SLA-1*07:03,SLA-1,45,A29,A,0.0003969422250520438
class1,SLA-1*07:03,SLA-1,45,A30,A,7.606491999467835e-05
class1,SLA-1*07:03,SLA-1,45,A31,A,0.00015696045011281967
class1,SLA-1*07:03,SLA-1,45,A32,A,0.0003514429845381528
class1,SLA-1*07:03,SLA-1,45,A33,A,0.0003516874276101589
class1,SLA-1*07:03,SLA-1,45,A68,A,0.00012466326006688178
class1,SLA-1*07:03,SLA-1,45,A_Other,A,2.4495640900568105e-05
class1,SLA-1*07:03,SLA-1,45,B07,B,0.37222352623939514
class1,SLA-1*07:03,SLA-1,45,B08,B,0.016183149069547653
class1,SLA-1*07:03,SLA-1,45,B13,B,0.0003315674839541316
class1,SLA-1*07:03,SLA-1,45,B14,B,0.0003645349352154881
class1,SLA-1*07:03,SLA-1,45,B15,B,0.09601949900388718
class1,SLA-1*07:03,SLA-1,45,B18,B,0.0012251512380316854
class1,SLA-1*07:03,SLA-1,45,B27,B,0.000835136859677732
class1,SLA-1*07:03,SLA-1,45,B35,B,0.008439839817583561
class1,SLA-1*07:03,SLA-1,45,B37,B,2.114858762070071e-05
class1,SLA-1*07:03,SLA-1,45,B38,B,1.687167605268769e-05
class1,SLA-1*07:03,SLA-1,45,B39,B,0.002091905102133751
class1,SLA-1*07:03,SLA-1,45,B40,B,0.01484273374080658
class1,SLA-1*07:03,SLA-1,45,B41,B,0.00025641469983384013
class1,SLA-1*07:03,SLA-1,45,B44,B,0.00461412500590086
class1,SLA-1*07:03,SLA-1,45,B46,B,0.017915556207299232
class1,SLA-1*07:03,SLA-1,45,B49,B,7.856514275772497e-05
class1,SLA-1*07:03,SLA-1,45,B50,B,0.0015313749900087714
class1,SLA-1*07:03,SLA-1,45,B51,B,0.0004806075303349644
class1,SLA-1*07:03,SLA-1,45,B52,B,0.0003278413787484169
class1,SLA-1*07:03,SLA-1,45,B53,B,0.0008258418529294431
class1,SLA-1*07:03,SLA-1,45,B55,B,0.0031120760831981897
class1,SLA-1*07:03,SLA-1,45,B56,B,0.006142109632492065
class1,SLA-1*07:03,SLA-1,45,B57,B,0.0007222243002615869
class1,SLA-1*07:03,SLA-1,45,B58,B,0.044922903180122375
class1,SLA-1*07:03,SLA-1,45,B_Other,B,0.2171456664800644
class1,SLA-1*07:03,SLA-1,45,C01,C,0.00023470302403438836
class1,SLA-1*07:03,SLA-1,45,C02,C,0.004435780458152294
class1,SLA-1*07:03,SLA-1,45,C03,C,0.02771645411849022
class1,SLA-1*07:03,SLA-1,45,C04,C,0.00152019620873034
class1,SLA-1*07:03,SLA-1,45,C05,C,0.00015557782899122685
class1,SLA-1*07:03,SLA-1,45,C06,C,0.0006845451425760984
class1,SLA-1*07:03,SLA-1,45,C07,C,0.004884200636297464
class1,SLA-1*07:03,SLA-1,45,C08,C,0.14045123755931854
class1,SLA-1*07:03,SLA-1,45,C12,C,0.004671561531722546
class1,SLA-1*07:03,SLA-1,45,C14,C,8.258383604697883e-05
class1,SLA-1*07:03,SLA-1,45,C15,C,0.0002523890580050647
class1,SLA-1*07:03,SLA-1,45,C16,C,0.0007761711021885276
class1,SLA-1*07:03,SLA-1,45,C17,C,0.00016255720402114093
class1,SLA-1*07:03,SLA-1,45,C_Other,C,0.0006103504565544426
class1,SLA-1*18:01,SLA-1,45,A01,A,0.07448749244213104
class1,SLA-1*18:01,SLA-1,45,A02,A,0.3517809510231018
class1,SLA-1*18:01,SLA-1,45,A03,A,0.027186764404177666
class1,SLA-1*18:01,SLA-1,45,A11,A,0.003052707761526108
class1,SLA-1*18:01,SLA-1,45,A23,A,0.015324045903980732
class1,SLA-1*18:01,SLA-1,45,A24,A,0.016244908794760704
class1,SLA-1*18:01,SLA-1,45,A25,A,0.0025725383311510086
class1,SLA-1*18:01,SLA-1,45,A26,A,0.0028178109787404537
class1,SLA-1*18:01,SLA-1,45,A29,A,0.007669658865779638
class1,SLA-1*18:01,SLA-1,45,A30,A,0.008474262431263924
class1,SLA-1*18:01,SLA-1,45,A31,A,0.0007991910679265857
class1,SLA-1*18:01,SLA-1,45,A32,A,0.0040560695342719555
class1,SLA-1*18:01,SLA-1,45,A33,A,0.013625459745526314
class1,SLA-1*18:01,SLA-1,45,A68,A,0.001054499763995409
class1,SLA-1*18:01,SLA-1,45,A_Other,A,0.003320724703371525
class1,SLA-1*18:01,SLA-1,45,B07,B,0.012551050633192062
class1,SLA-1*18:01,SLA-1,45,B08,B,0.0008211535750888288
class1,SLA-1*18:01,SLA-1,45,B13,B,0.0007637484814040363
class1,SLA-1*18:01,SLA-1,45,B14,B,0.0002450376923661679
class1,SLA-1*18:01,SLA-1,45,B15,B,0.003059024689719081
class1,SLA-1*18:01,SLA-1,45,B18,B,0.0001326808414887637
class1,SLA-1*18:01,SLA-1,45,B27,B,0.08091335743665695
class1,SLA-1*18:01,SLA-1,45,B35,B,0.0003540765610523522
class1,SLA-1*18:01,SLA-1,45,B37,B,0.0007884228252805769
class1,SLA-1*18:01,SLA-1,45,B38,B,0.0010087760165333748
class1,SLA-1*18:01,SLA-1,45,B39,B,0.0008515340159647167
class1,SLA-1*18:01,SLA-1,45,B40,B,0.001456281403079629
class1,SLA-1*18:01,SLA-1,45,B41,B,0.0009481469169259071
class1,SLA-1*18:01,SLA-1,45,B44,B,0.0030179196037352085
class1,SLA-1*18:01,SLA-1,45,B46,B,0.0009929717052727938
class1,SLA-1*18:01,SLA-1,45,B49,B,0.0002187804493587464
class1,SLA-1*18:01,SLA-1,45,B50,B,0.0003186345857102424
class1,SLA-1*18:01,SLA-1,45,B51,B,0.0010151388123631477
class1,SLA-1*18:01,SLA-1,45,B52,B,0.00019752749358303845
class1,SLA-1*18:01,SLA-1,45,B53,B,0.0009878475684672594
class1,SLA-1*18:01,SLA-1,45,B55,B,0.0013765767216682434
class1,SLA-1*18:01,SLA-1,45,B56,B,0.0016789678484201431
class1,SLA-1*18:01,SLA-1,45,B57,B,0.006040425971150398
class1,SLA-1*18:01,SLA-1,45,B58,B,0.0005810951697640121
class1,SLA-1*18:01,SLA-1,45,B_Other,B,0.00031445102649740875
class1,SLA-1*18:01,SLA-1,45,C01,C,0.0007178551750257611
class1,SLA-1*18:01,SLA-1,45,C02,C,0.0028523020446300507
class1,SLA-1*18:01,SLA-1,45,C03,C,0.03949087858200073
class1,SLA-1*18:01,SLA-1,45,C04,C,0.1575213074684143
class1,SLA-1*18:01,SLA-1,45,C05,C,0.01859070174396038
class1,SLA-1*18:01,SLA-1,45,C06,C,0.0012945655034855008
class1,SLA-1*18:01,SLA-1,45,C07,C,0.012547085992991924
class1,SLA-1*18:01,SLA-1,45,C08,C,0.0018373823259025812
class1,SLA-1*18:01,SLA-1,45,C12,C,0.00517547270283103
class1,SLA-1*18:01,SLA-1,45,C14,C,0.005257861688733101
class1,SLA-1*18:01,SLA-1,45,C15,C,0.07272540777921677
class1,SLA-1*18:01,SLA-1,45,C16,C,0.0007518496131524444
class1,SLA-1*18:01,SLA-1,45,C17,C,0.02319054678082466
class1,SLA-1*18:01,SLA-1,45,C_Other,C,0.004946042317897081
class1,SLA-1*07:05,SLA-1,45,A01,A,0.00011087516031693667
class1,SLA-1*07:05,SLA-1,45,A02,A,1.4429209841182455e-05
class1,SLA-1*07:05,SLA-1,45,A03,A,1.6562791643082164e-05
class1,SLA-1*07:05,SLA-1,45,A11,A,6.47292981739156e-05
class1,SLA-1*07:05,SLA-1,45,A23,A,0.00025308586191385984
class1,SLA-1*07:05,SLA-1,45,A24,A,3.0456170861725695e-05
class1,SLA-1*07:05,SLA-1,45,A25,A,2.6790647098096088e-05
class1,SLA-1*07:05,SLA-1,45,A26,A,6.394151569111273e-05
class1,SLA-1*07:05,SLA-1,45,A29,A,0.0006321020191535354
class1,SLA-1*07:05,SLA-1,45,A30,A,0.0001667242031544447
class1,SLA-1*07:05,SLA-1,45,A31,A,0.0004602524568326771
class1,SLA-1*07:05,SLA-1,45,A32,A,0.0005904175923205912
class1,SLA-1*07:05,SLA-1,45,A33,A,0.0002116300311172381
class1,SLA-1*07:05,SLA-1,45,A68,A,9.285654232371598e-05
class1,SLA-1*07:05,SLA-1,45,A_Other,A,5.4834184993524104e-05
class1,SLA-1*07:05,SLA-1,45,B07,B,0.02431233786046505
class1,SLA-1*07:05,SLA-1,45,B08,B,0.006864491850137711
class1,SLA-1*07:05,SLA-1,45,B13,B,0.00037314812652766705
class1,SLA-1*07:05,SLA-1,45,B14,B,0.002659978810697794
class1,SLA-1*07:05,SLA-1,45,B15,B,0.005358681548386812
class1,SLA-1*07:05,SLA-1,45,B18,B,0.0017973898211494088
class1,SLA-1*07:05,SLA-1,45,B27,B,0.0009277599747292697
class1,SLA-1*07:05,SLA-1,45,B35,B,0.0017370807472616434
class1,SLA-1*07:05,SLA-1,45,B37,B,6.223270611371845e-05
class1,SLA-1*07:05,SLA-1,45,B38,B,6.35532196611166e-05
class1,SLA-1*07:05,SLA-1,45,B39,B,0.0016040371265262365
class1,SLA-1*07:05,SLA-1,45,B40,B,0.002935245865955949
class1,SLA-1*07:05,SLA-1,45,B41,B,0.0007159331580623984
class1,SLA-1*07:05,SLA-1,45,B44,B,6.204425153555349e-05
class1,SLA-1*07:05,SLA-1,45,B46,B,0.002378389472141862
class1,SLA-1*07:05,SLA-1,45,B49,B,0.0004341101448517293
class1,SLA-1*07:05,SLA-1,45,B50,B,0.0059805819764733315
class1,SLA-1*07:05,SLA-1,45,B51,B,0.00016196414071600884
class1,SLA-1*07:05,SLA-1,45,B52,B,0.0005284671788103878
class1,SLA-1*07:05,SLA-1,45,B53,B,0.0007480426575057209
class1,SLA-1*07:05,SLA-1,45,B55,B,0.03455226123332977
class1,SLA-1*07:05,SLA-1,45,B56,B,0.01492874976247549
class1,SLA-1*07:05,SLA-1,45,B57,B,0.00011913275375263765
class1,SLA-1*07:05,SLA-1,45,B58,B,0.02557605318725109
class1,SLA-1*07:05,SLA-1,45,B_Other,B,0.7161343097686768
class1,SLA-1*07:05,SLA-1,45,C01,C,0.0030147528741508722
class1,SLA-1*07:05,SLA-1,45,C02,C,0.0008115668315440416
class1,SLA-1*07:05,SLA-1,45,C03,C,0.0008697160519659519
class1,SLA-1*07:05,SLA-1,45,C04,C,0.00035684910835698247
class1,SLA-1*07:05,SLA-1,45,C05,C,0.00011344322410877794
class1,SLA-1*07:05,SLA-1,45,C06,C,0.0029823549557477236
class1,SLA-1*07:05,SLA-1,45,C07,C,0.0011953562498092651
class1,SLA-1*07:05,SLA-1,45,C08,C,0.12094809114933014
class1,SLA-1*07:05,SLA-1,45,C12,C,0.006633817218244076
class1,SLA-1*07:05,SLA-1,45,C14,C,0.0003606638638302684
class1,SLA-1*07:05,SLA-1,45,C15,C,0.0006350956973619759
class1,SLA-1*07:05,SLA-1,45,C16,C,0.007159922271966934
class1,SLA-1*07:05,SLA-1,45,C17,C,0.00012003826850559562
class1,SLA-1*07:05,SLA-1,45,C_Other,C,0.000992732704617083
class1,SLA-1*09:02,SLA-1,45,A01,A,0.0006491653621196747
class1,SLA-1*09:02,SLA-1,45,A02,A,0.016818460077047348
class1,SLA-1*09:02,SLA-1,45,A03,A,0.00010497624316485599
class1,SLA-1*09:02,SLA-1,45,A11,A,0.00022967308177612722
class1,SLA-1*09:02,SLA-1,45,A23,A,6.20905848336406e-05
class1,SLA-1*09:02,SLA-1,45,A24,A,0.00022176821948960423
class1,SLA-1*09:02,SLA-1,45,A25,A,2.8614598704734817e-05
class1,SLA-1*09:02,SLA-1,45,A26,A,0.0018167136004194617
class1,SLA-1*09:02,SLA-1,45,A29,A,0.00021034198289271444
class1,SLA-1*09:02,SLA-1,45,A30,A,1.965158480743412e-05
class1,SLA-1*09:02,SLA-1,45,A31,A,2.5770668798941188e-05
class1,SLA-1*09:02,SLA-1,45,A32,A,9.216026228386909e-05
class1,SLA-1*09:02,SLA-1,45,A33,A,0.0003123643109574914
class1,SLA-1*09:02,SLA-1,45,A68,A,7.446025847457349e-05
class1,SLA-1*09:02,SLA-1,45,A_Other,A,1.1003226063621696e-05
class1,SLA-1*09:02,SLA-1,45,B07,B,0.2166619598865509
class1,SLA-1*09:02,SLA-1,45,B08,B,0.0006951491814106703
class1,SLA-1*09:02,SLA-1,45,B13,B,9.81783086899668e-05
class1,SLA-1*09:02,SLA-1,45,B14,B,8.03534385340754e-06
class1,SLA-1*09:02,SLA-1,45,B15,B,0.19610586762428284
class1,SLA-1*09:02,SLA-1,45,B18,B,6.345508882077411e-05
class1,SLA-1*09:02,SLA-1,45,B27,B,0.0025060418993234634
class1,SLA-1*09:02,SLA-1,45,B35,B,0.0007880501798354089
class1,SLA-1*09:02,SLA-1,45,B37,B,1.570017047924921e-05
class1,SLA-1*09:02,SLA-1,45,B38,B,3.5538516840460943e-06
class1,SLA-1*09:02,SLA-1,45,B39,B,0.00027694154414348304
class1,SLA-1*09:02,SLA-1,45,B40,B,0.008110074326395988
class1,SLA-1*09:02,SLA-1,45,B41,B,0.00014735695731360465
class1,SLA-1*09:02,SLA-1,45,B44,B,0.060611121356487274
class1,SLA-1*09:02,SLA-1,45,B46,B,0.03051246516406536
class1,SLA-1*09:02,SLA-1,45,B49,B,7.98565088189207e-06
class1,SLA-1*09:02,SLA-1,45,B50,B,0.00019518699264153838
class1,SLA-1*09:02,SLA-1,45,B51,B,0.0003046184137929231
class1,SLA-1*09:02,SLA-1,45,B52,B,7.017717871349305e-05
class1,SLA-1*09:02,SLA-1,45,B53,B,0.00019918294856324792
class1,SLA-1*09:02,SLA-1,45,B55,B,0.00023179352865554392
class1,SLA-1*09:02,SLA-1,45,B56,B,0.0005593874375335872
class1,SLA-1*09:02,SLA-1,45,B57,B,0.00461297994479537
class1,SLA-1*09:02,SLA-1,45,B58,B,0.010273966938257217
class1,SLA-1*09:02,SLA-1,45,B_Other,B,0.002420186996459961
class1,SLA-1*09:02,SLA-1,45,C01,C,1.6308042177115567e-05
class1,SLA-1*09:02,SLA-1,45,C02,C,0.014299054630100727
class1,SLA-1*09:02,SLA-1,45,C03,C,0.39358893036842346
class1,SLA-1*09:02,SLA-1,45,C04,C,0.0009022955200634897
class1,SLA-1*09:02,SLA-1,45,C05,C,0.00020211520313750952
class1,SLA-1*09:02,SLA-1,45,C06,C,0.00013076435425318778
class1,SLA-1*09:02,SLA-1,45,C07,C,0.006426605395972729
class1,SLA-1*09:02,SLA-1,45,C08,C,0.026515794917941093
class1,SLA-1*09:02,SLA-1,45,C12,C,0.0010326417395845056
class1,SLA-1*09:02,SLA-1,45,C14,C,9.44402563618496e-06
class1,SLA-1*09:02,SLA-1,45,C15,C,0.00022691971389576793
class1,SLA-1*09:02,SLA-1,45,C16,C,0.00011565574095584452
class1,SLA-1*09:02,SLA-1,45,C17,C,0.0001927572739077732
class1,SLA-1*09:02,SLA-1,45,C_Other,C,0.00018403482681605965
class1,SLA-1*10:02,SLA-1,45,A01,A,0.0002636984281707555
class1,SLA-1*10:02,SLA-1,45,A02,A,0.0004974959883838892
class1,SLA-1*10:02,SLA-1,45,A03,A,0.002382929204031825
class1,SLA-1*10:02,SLA-1,45,A11,A,0.0001852966524893418
class1,SLA-1*10:02,SLA-1,45,A23,A,0.007640317548066378
class1,SLA-1*10:02,SLA-1,45,A24,A,0.0004044002271257341
class1,SLA-1*10:02,SLA-1,45,A25,A,0.04933285713195801
class1,SLA-1*10:02,SLA-1,45,A26,A,0.03548832982778549
class1,SLA-1*10:02,SLA-1,45,A29,A,0.004325617104768753
class1,SLA-1*10:02,SLA-1,45,A30,A,0.004107206594198942
class1,SLA-1*10:02,SLA-1,45,A31,A,0.01654735952615738
class1,SLA-1*10:02,SLA-1,45,A32,A,0.0034813042730093002
class1,SLA-1*10:02,SLA-1,45,A33,A,0.17693942785263062
class1,SLA-1*10:02,SLA-1,45,A68,A,0.042736612260341644
class1,SLA-1*10:02,SLA-1,45,A_Other,A,0.5810407996177673
class1,SLA-1*10:02,SLA-1,45,B07,B,0.0001100354638765566
class1,SLA-1*10:02,SLA-1,45,B08,B,0.00012394813529681414
class1,SLA-1*10:02,SLA-1,45,B13,B,0.0005607740022242069
class1,SLA-1*10:02,SLA-1,45,B14,B,0.0018126450013369322
class1,SLA-1*10:02,SLA-1,45,B15,B,0.0002867345465347171
class1,SLA-1*10:02,SLA-1,45,B18,B,0.0024359666276723146
class1,SLA-1*10:02,SLA-1,45,B27,B,0.0013867911184206605
class1,SLA-1*10:02,SLA-1,45,B35,B,0.0003085519128944725
class1,SLA-1*10:02,SLA-1,45,B37,B,0.008842947892844677
class1,SLA-1*10:02,SLA-1,45,B38,B,0.003562953555956483
class1,SLA-1*10:02,SLA-1,45,B39,B,0.0005038204835727811
class1,SLA-1*10:02,SLA-1,45,B40,B,3.2319745514541864e-05
class1,SLA-1*10:02,SLA-1,45,B41,B,0.001864810474216938
class1,SLA-1*10:02,SLA-1,45,B44,B,9.198446059599519e-05
class1,SLA-1*10:02,SLA-1,45,B46,B,0.0010288433404639363
class1,SLA-1*10:02,SLA-1,45,B49,B,0.0035246172919869423
class1,SLA-1*10:02,SLA-1,45,B50,B,0.0010389285162091255
class1,SLA-1*10:02,SLA-1,45,B51,B,0.0015311334282159805
class1,SLA-1*10:02,SLA-1,45,B52,B,0.000996127026155591
class1,SLA-1*10:02,SLA-1,45,B53,B,0.0022145856637507677
class1,SLA-1*10:02,SLA-1,45,B55,B,0.0018158529419451952
class1,SLA-1*10:02,SLA-1,45,B56,B,0.0008502902928739786
class1,SLA-1*10:02,SLA-1,45,B57,B,0.003967777825891972
class1,SLA-1*10:02,SLA-1,45,B58,B,0.00044199603144079447
class1,SLA-1*10:02,SLA-1,45,B_Other,B,0.0001575382921146229
class1,SLA-1*10:02,SLA-1,45,C01,C,0.0018280259100720286
class1,SLA-1*10:02,SLA-1,45,C02,C,0.0035321747418493032
class1,SLA-1*10:02,SLA-1,45,C03,C,0.0004405805084388703
class1,SLA-1*10:02,SLA-1,45,C04,C,0.0003386300231795758
class1,SLA-1*10:02,SLA-1,45,C05,C,0.003672216786071658
class1,SLA-1*10:02,SLA-1,45,C06,C,6.0535701777553186e-05
class1,SLA-1*10:02,SLA-1,45,C07,C,0.0003513176925480366
class1,SLA-1*10:02,SLA-1,45,C08,C,0.00022167978750076145
class1,SLA-1*10:02,SLA-1,45,C12,C,0.0014351297868415713
class1,SLA-1*10:02,SLA-1,45,C14,C,0.0015049198409542441
class1,SLA-1*10:02,SLA-1,45,C15,C,0.002811606042087078
class1,SLA-1*10:02,SLA-1,45,C16,C,0.006261923816055059
class1,SLA-1*10:02,SLA-1,45,C17,C,0.011901382356882095
class1,SLA-1*10:02,SLA-1,45,C_Other,C,0.0007741441368125379
class1,SLA-1*10:01,SLA-1,45,A01,A,0.005350416526198387
class1,SLA-1*10:01,SLA-1,45,A02,A,0.0324261374771595
class1,SLA-1*10:01,SLA-1,45,A03,A,0.056239765137434006
class1,SLA-1*10:01,SLA-1,45,A11,A,0.0006737758521921933
class1,SLA-1*10:01,SLA-1,45,A23,A,0.03821927681565285
class1,SLA-1*10:01,SLA-1,45,A24,A,0.0042901597917079926
class1,SLA-1*10:01,SLA-1,45,A25,A,0.09874454885721207
class1,SLA-1*10:01,SLA-1,45,A26,A,0.02894870564341545
class1,SLA-1*10:01,SLA-1,45,A29,A,0.048172593116760254
class1,SLA-1*10:01,SLA-1,45,A30,A,0.02937135100364685
class1,SLA-1*10:01,SLA-1,45,A31,A,0.010143016465008259
class1,SLA-1*10:01,SLA-1,45,A32,A,0.013837343081831932
class1,SLA-1*10:01,SLA-1,45,A33,A,0.04399185627698898
class1,SLA-1*10:01,SLA-1,45,A68,A,0.0034349316265434027
class1,SLA-1*10:01,SLA-1,45,A_Other,A,0.1858256459236145
class1,SLA-1*10:01,SLA-1,45,B07,B,0.00026249195798300207
class1,SLA-1*10:01,SLA-1,45,B08,B,0.0001348448422504589
class1,SLA-1*10:01,SLA-1,45,B13,B,0.0010452049318701029
class1,SLA-1*10:01,SLA-1,45,B14,B,0.0015561014879494905
class1,SLA-1*10:01,SLA-1,45,B15,B,0.0005850620800629258
class1,SLA-1*10:01,SLA-1,45,B18,B,0.0007964382530190051
class1,SLA-1*10:01,SLA-1,45,B27,B,0.008819201029837132
class1,SLA-1*10:01,SLA-1,45,B35,B,0.00013537719496525824
class1,SLA-1*10:01,SLA-1,45,B37,B,0.01026888843625784
class1,SLA-1*10:01,SLA-1,45,B38,B,0.005289101507514715
class1,SLA-1*10:01,SLA-1,45,B39,B,0.0004966359119862318
class1,SLA-1*10:01,SLA-1,45,B40,B,5.0702070439001545e-05
class1,SLA-1*10:01,SLA-1,45,B41,B,0.00402248976752162
class1,SLA-1*10:01,SLA-1,45,B44,B,8.087916648946702e-05
class1,SLA-1*10:01,SLA-1,45,B46,B,0.001135383383370936
class1,SLA-1*10:01,SLA-1,45,B49,B,0.006280145607888699
class1,SLA-1*10:01,SLA-1,45,B50,B,0.0015009030466899276
class1,SLA-1*10:01,SLA-1,45,B51,B,0.0011417005443945527
class1,SLA-1*10:01,SLA-1,45,B52,B,0.0015968134393915534
class1,SLA-1*10:01,SLA-1,45,B53,B,0.004397323355078697
class1,SLA-1*10:01,SLA-1,45,B55,B,0.007116206921637058
class1,SLA-1*10:01,SLA-1,45,B56,B,0.0030569289810955524
class1,SLA-1*10:01,SLA-1,45,B57,B,0.006447381805628538
class1,SLA-1*10:01,SLA-1,45,B58,B,0.0004190743202343583
class1,SLA-1*10:01,SLA-1,45,B_Other,B,0.00010566881246631965
class1,SLA-1*10:01,SLA-1,45,C01,C,0.004729046020656824
class1,SLA-1*10:01,SLA-1,45,C02,C,0.005349873099476099
class1,SLA-1*10:01,SLA-1,45,C03,C,0.004566875286400318
class1,SLA-1*10:01,SLA-1,45,C04,C,0.003275957889854908
class1,SLA-1*10:01,SLA-1,45,C05,C,0.023012574762105942
class1,SLA-1*10:01,SLA-1,45,C06,C,0.00015677863848395646
class1,SLA-1*10:01,SLA-1,45,C07,C,0.000870377232786268
class1,SLA-1*10:01,SLA-1,45,C08,C,0.0003969907120335847
class1,SLA-1*10:01,SLA-1,45,C12,C,0.008629431948065758
class1,SLA-1*10:01,SLA-1,45,C14,C,0.017008844763040543
class1,SLA-1*10:01,SLA-1,45,C15,C,0.10366321355104446
class1,SLA-1*10:01,SLA-1,45,C16,C,0.01752544566988945
class1,SLA-1*10:01,SLA-1,45,C17,C,0.1401701420545578
class1,SLA-1*10:01,SLA-1,45,C_Other,C,0.004234042018651962
class1,SLA-2*02:02,SLA-2,45,A01,A,0.0012969941599294543
class1,SLA-2*02:02,SLA-2,45,A02,A,0.09023988991975784
class1,SLA-2*02:02,SLA-2,45,A03,A,0.0006632511503994465
class1,SLA-2*02:02,SLA-2,45,A11,A,0.00047893048031255603
class1,SLA-2*02:02,SLA-2,45,A23,A,0.005003000143915415
class1,SLA-2*02:02,SLA-2,45,A24,A,0.00024096564447972924
class1,SLA-2*02:02,SLA-2,45,A25,A,0.0059880223125219345
class1,SLA-2*02:02,SLA-2,45,A26,A,0.008266760036349297
class1,SLA-2*02:02,SLA-2,45,A29,A,0.002026265487074852
class1,SLA-2*02:02,SLA-2,45,A30,A,0.00043080528848804533
class1,SLA-2*02:02,SLA-2,45,A31,A,0.0003001863369718194
class1,SLA-2*02:02,SLA-2,45,A32,A,0.000969241198617965
class1,SLA-2*02:02,SLA-2,45,A33,A,0.002838082378730178
class1,SLA-2*02:02,SLA-2,45,A68,A,0.00033682992216199636
class1,SLA-2*02:02,SLA-2,45,A_Other,A,0.0012938790023326874
class1,SLA-2*02:02,SLA-2,45,B07,B,0.01128691527992487
class1,SLA-2*02:02,SLA-2,45,B08,B,8.129512571031228e-05
class1,SLA-2*02:02,SLA-2,45,B13,B,0.000531861383933574
